Device,ReviewText,SubmissionTime,Title,UserNickname
Samsung Galaxy s436,Had only several weeks but so far great. Easy transition using Verizon store at Darlington SC.,1/2/2017,Great Samsung upgrade,Rapid Robert mc
Samsung Galaxy s437,Screen is brighter and easier to see without reading glasses.  Sound quality is better.  Great for me as my older eyes and ears like it.,1/2/2017,Higher quality,Fangster
Samsung Galaxy s438,I've only had it a few days but I love it.  The screen has great resolution and the phone is easy to use,1/2/2017,"Great features, easy to use.",Marburk
Samsung Galaxy s439,"This phone is as great as any iPhone. Screen is big and good quality. Picks up weak cell towers better than any phone. I live in Mountainous area and signal get weak in some areas, but I have one when most others do not.",1/2/2017,Full of Good stuff,MoonDawgMan
Samsung Galaxy s440,I purchased this phone for my daughter.  She is very happy with her new phone and its capabilities.,1/2/2017,Great phone,Reb45
Samsung Galaxy s441,My Galaxy s3 died a noble death after years of faithful service. I knew my next phone would be samsung galaxy s7. It is perfection. Exactly what I wanted. Not too much. Perfect size. Simply the greatest phone I've ever had,1/2/2017,Love this phone!,TellysGirl
Samsung Galaxy s442,I got it a week ago and love it! I would recommend it to anybody looking for a great phone. I really that that it is waterproof also because I'm outside a lot it helps to not have to worry about my phone getting wet.,1/2/2017,Easy to get used to and navigate.,Allen5
Samsung Galaxy s443,Bought phone a week ago and I am so happy I went from 4 to 7 Galaxy phone.,1/2/2017,Galaxy 7,Lerch2056
Samsung Galaxy s444,Upgraded from Galaxy 5 was an easy transition. Just a few minor things to get used to as in typing styles and improving to messager+. Battery life is much improved.,1/2/2017,Upgraded from Galaxy 5,Rabbott24
Samsung Galaxy s445,Purchased this phone as a replacement for a Droid Mini. Hands down better than the Motorola in all areas.,1/2/2017,Awesome phone,6strings
Samsung Galaxy s446,Love the phone.  Easy to use.,1/2/2017,Happy I upgraded.  Very easy to use.,Merriet
Samsung Galaxy s447,I got this phone just a week ago I like it,1/2/2017,My new device,Kashoo07
Samsung Galaxy s448,The phone is awesome and has an awesome camera very easy to work...,1/2/2017,Samsung Galaxy S7,Joshcater02
Samsung Galaxy s449,"Great phone, easy to use for my mother-in-law and easy for me to help remotely.",1/2/2017,Galaxy S7,gmolnar
Samsung Galaxy s450,I was overdue for an upgrade and change in service. Enjoy this phone a lot,1/2/2017,Very fast and responsive.,Golfer70
Samsung Galaxy s451,"I bought this cell a few months ago as an upgrade from the Galaxy 5.  I thought the there will not much of a change in features but I was wrong.  I especially enjoy Samsung pay.  The only thing I don't like is that you can't remove the battery.  I had an issue with the battery with the S5, I had to recharge it a few times during the day.  I bought a new battery for it and the cell was fine.  Overall, this cell is great for my needs.",1/2/2017,"Great Cell, packed with features",Flipmode1
Samsung Galaxy s452,This phone is so much faster and easier to use than the iphone. So long itunes!,1/2/2017,"Great phone, I used to have and Iphone and this is much better",NM Dan Guy
Samsung Galaxy s453,"I recently upgraded to my first smartphone from my old flip phone. I know....""welcome to the 21st Century"". I like all the features the new phone has and can see why everyone is hooked on their phones. I fought the urge to upgrade as long as I could, but gave in when I discovered that it was actually cheaper to upgrade.",1/2/2017,My First Smartphone,newman2016
Samsung Galaxy s454,"I have had this phone for a couple of weeks and it is so much better than my old one. Easy to navigate, super fast, lots of storage.",1/2/2017,Great Phone,Di7783
Samsung Galaxy s455,"I have had my phone for about 3 weeks now.  I had a S5 before this one.  The S7 is easy to use.  I love the 32GB of storage.  It holds a charge for about 24 hours, no matter how much I use it..  I am glad I decided to stick with Samsung and go with the S7.  It loads up fast and it is fast moving from screen to screen.",1/2/2017,Easy transfer from my S5,skrammon52
Samsung Galaxy s456,"I upgraded to the S7 when my S5 failed - it had probably been dropped one too many times. The upgrade was very easy. The S7 is a really fine phone: screen resolution is superb, camera is super, fast charge is wonderful.",1/2/2017,Nice upgrade from Galaxy S5 to S7,Britblue67
Samsung Galaxy s457,I just bought it and really like it so far,1/2/2017,Review s7,Fllmo
Samsung Galaxy s458,Powerful & fast! The S7 was a good choice.,1/2/2017,Two weeks now w/my 1st smartphone and i'm finding it easy to navigate the settings to my needs.,Squirrelnuts
Samsung Galaxy s459,Love my new Samsung Galaxy S7. The battery lasts longer and it feels less bulky in my hand.,1/2/2017,Love it,Petscheb
Samsung Galaxy s460,I love my new phone and all the features!,1/2/2017,Great features!   Love the camera and touch screen!,Trike Granny
Samsung Galaxy s461,Taken a while to get used to the differences from old phone but the transition has not been difficult. Happy I made the change.,1/2/2017,Like it a lot.,Ronsam
Samsung Galaxy s462,"My new phone not only looks beautiful, it works great! The transition was a breeze,  using the adapter that came with the phone, I easily transferred data and apps from my old phone. It take amazing pictures! So clear and sharp!",1/2/2017,"Beautiful phone, excellent photos!",Mom4jc247
Samsung Galaxy s463,The S7 goes far beyond my expectations.,1/2/2017,Awesome phone,Richh2011
Samsung Galaxy s464,"It is a great phone, it does everything I expected, it is stylish, and has much more speed than my previous phone. I would recommend it to a friend and others.",1/2/2017,Nice!!! I am happy with it,Road runner 1
Samsung Galaxy s465,"I've only had this phone for a few days, but I absolutely love it already. It's much faster than my previous phone (Samsung Note Edge) and I don't have to constantly charge this phone after playing a quick game on my work breaks.",1/2/2017,Great battery and much faster,NuttellaNHoney
Samsung Galaxy s466,Still excellent all around,1/2/2017,Excellent all around,Bthandyman
Samsung Galaxy s467,My wife loves this phone. The best camera she has ever had. So easy to operate and so fast!!,1/2/2017,Great Phone!!,Randalland Sarah
Samsung Galaxy s468,I am much happier with the S7 than the edge because with the edge I was unable to make the a screen protector stick properly on the edge and it was frustrating.,1/2/2017,S7 is better than the S7edge!,SonyaG
Samsung Galaxy s469,I have only had it 10 days and I am pretty bad with tech stuff but it was fairly easy to change from my last phone.,1/2/2017,There were too many icons that I didn't need so had to deleteI,Florencel
Samsung Galaxy s470,I like to have a great cell phone,1/2/2017,Verizon is a great service,Pool bear
Samsung Galaxy s471,I purchased the Galaxy S7 to replace my Galaxy S4 just over a week ago.  Holding a charge longer is what I have noticed the most.,1/1/2017,Easy transition from my Galaxy S4,cam1952
Samsung Galaxy s472,"I have it for just a week, love the speed ait is easy to use",1/1/2017,love my new phone,abby1952
Samsung Galaxy s473,Best smart phone yet.,1/1/2017,"Really loved my Galaxy S5, and the S7 is even better!",Bill1914
Samsung Galaxy s474,easy to handle.and to work whit then.,1/1/2017,"Great ,very good",Caba2
Samsung Galaxy s475,Galaxy S-7 is huge improvement.,1/1/2017,Happy I purchased phone.,Vojo
Samsung Galaxy s476,I love the new Samsung S7. I originally ordered the iPhone 7 and hated it.  Got this and love it,1/1/2017,Love love love it,Ab84
Samsung Galaxy s477,"I upgraded from an S4, so this is just fantastic.  The quality of pictures is unbelievable.  I really like the phone.",1/1/2017,Easy to work,Laura15
Samsung Galaxy s478,"The phone its self is pretty solid, well built, and so far reliable. I dropped my phone (inside an otter box defender case) from a 12' roof into water about 4"" deep. I didn't realize it had fallen out of my nail bags but when I found the phone, it still functioned fine. I attribute the 'crash protection' of the case to the drop protection but the phone its self did not allow water to enter, as advertised.The new version of Android is easier to use in some ways, but some features are a little harder to find. Such as stopping the download manager, and the developer features. But this is partly learning curve for the newest android version. Texting over a wifi network is also a great benefit for me. Overall the phone and the Android OS are working well with no issues. I remain solidly convinced that Samsung makes one of the best phones on the market at the moment.1. Battery life under heavy use with wifi and Bluetooth on is about 14 hours. I have stretched that to 4 days without charging if I turn on the power saving features in the settings drop down.
2. Call quality is outstanding and easy to hear and understand even on speaker. 
3. Charging time is rather short, about an 45 minutes- hour from 1% to 100% even when all features (wifi, bluetooth) are still on. 
4. Camera functions well, taking great photos in all conditions so far. The magnify feature is also VERY useful for me and shows an extremely clear close up view of anything that is more than 5 inches from the camera.
5. The Google play app for music is a little hard to navigate, but I don't listen to much music on my phone. However the music from the phone is very clean/clear and loud enough to be heard clearly over normal talking and chatter.",12/30/2016,"Phone is reliable, robust, and easy to use if you come from an Android phone already.",I dont have a nick name
